id,reserve0,reserve1,totalSupply,reserveUSD,reserveETH,volumeToken0,volumeToken1,txCount,createdAtTimestamp,createdAtBlockNumber,token0.id,token0.symbol,token0.name,token0.txCount,token0.tradeVolume,token0.totalLiquidity,token0.decimals,token1.id,token1.symbol,token1.name,token1.txCount,token1.tradeVolume,token1.totalLiquidity,token1.decimals
0x9c4fe5ffd9a9fc5678cfbd93aa2d4fd684b67c4c,6068.471360470552268927,6266.911560186767858579,4886.957618575449186401,20256216.09958223715747827179965621,12533.823120373535717158,303914.465744907839856499,277546.585890059008150271,51486,1590017270,10105760,0x45804880de22913dafe09f4980848ece6ecbaf78,PAXG,Paxos Gold,56972,315909.542594498733952004,7570.946249991448464327,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,84314388,293803043.995325172332164264,305292.537165465887535179,18
0xe2f95dae6c5763c357447fe1ffb3f2a884bdc0b5,999.852073741762253444,8652683.81,93012.902330805697742779,20148796.56825519496754352733265861,8331.832689137600871143077762928657,0.147926258237746556,1283.81,2,1617736909,12188062,0x0698dda3c390ff92722f9eed766d8b1727621df9,ETH2POS,Ethereum2Proof-of-stake,638,8381.363172826776793613,1122.385572442711025135,18,0xb4056171aa3ba32da1f527431383619b3802802c,DC,Dcoin,171,33211762.52134443393072373,41228698.358375156259339564,18
0x9928e4046d7c6513326ccea028cd3e7a91c7590a,9811280.232058076585446905,38622621.080298309144250734,29689448.804968243075276491,19250594.82057042148061915324552218,11819.56166050460184676013837267312,3260600892.891536636408852453,3577292487.079195137235207684,59396,1616909069,12125707,0x956f47f50a910163d8bf957cf5846d573e7f87ca,FEI,Fei USD,148905,12021837582.373367731167665675,9817446.188186076528367485,18,0xc7283b66eb1eb5fb86327f08e1b5816b0720212b,TRIBE,Tribe,80927,3727330981.920458293193148603,38636679.402425918543269816,18
0xe1573b9d29e2183b1af0e743dc2754979a40d237,1239238.458287065632965435,8748180.154393347712229025,2662413.39919635076356946,17404775.57161562728815698765047594,10770.0360104636995893615754699315,282211830.805953967406060136,3098873763.012093184448300344,80860,1608142264,11465718,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,FXS,Frax Share,134610,311084404.402834424880683347,1310333.693713094313633284,18,0x853d955acef822db058eb8505911ed77f175b99e,FRAX,Frax,174078,5018516468.299523495284692156,8882428.437624061159427809,18
0xa478c2975ab1ea89e8196811f51a7b7ade33eb11,7503600.917788901070477297,4634.399609187894109013,105772.453940192761406251,15014186.2055085502906396798037711,9268.799218375788218026,15818121513.68672088838205956,15539808.678315548343124579,1461671,1589164213,10042267,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,Dai Stablecoin,2544489,19863819517.311591755921281509,34505631.162008604048323861,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,84314388,293803043.995325172332164264,305292.537165465887535179,18
0xc86881ef494b049fe3e624ae6fdf542f58ab1931,730029.41537889,95184647.96191998,0.000832740361402558,14999413.41999106095377927974435271,34310.25956705854213362556882609169,513565.08077643,66476520.91652534,19,1604496742,11190948,0x292e57d8c8a5744e5b013c0f327c162dd1c18d29,DBL,Diamond Blue,19,513565.08077643,730029.41537889,8,0xbd9d26e318d329962694b6e09de628f6104a0606,BLUE,Blue Finance,42,66479300.83582481,95185089.95276228,8
0x7b73644935b8e68019ac6356c40661e1bc315860,16621135751829.093096479777334178,4329.261924850671121675,141931408.82754872883471534,14025457.49440842226519146688799286,8658.52384970134224335,10161531636908288.92900842349241827,1031052.049400105695578868,416214,1619140199,12293434,0x761d38e5ddf6ccf6cf7c55759d5210750b5d60f3,ELON,Dogelon,419566,10163491422318189.81129002184774429,16629573590517.569040939591414322,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,84314388,293803043.995325172332164264,305292.537165465887535179,18
0x93512394a82d278b9961e3891a59c6dc1c2e4f98,247579362566563.14970709011,247428868.1469309428,24750.156785081041153556,13512407.12490860996422303555162304,8545.901853846955144767827555379955,1692294746049.561351571552,1687053.940421571,450,1622905875,12575158,0x72e5390edb7727e3d4e3436451dadaff675dbcc0,HANU,Hanu Yokia,14920,18376116382390.488998944276,490538617473395.37569879555,12,0xec4a1c7a4e9fdc7cc621b548a931c92bc08a679a,GOJ,Goji,600,7506821.2832782861,507478562.8234326673,10
0x48918f57fa7210ea7b20f23da8420e68df3578fe,242539593192022.268345783856,252602799774.5825942886,782697.354163016756588617,12334604.22143136473426317166253654,7574.922379088961540491019084685505,6207736300567.159562417166,6372439523.4113878427,446,1622919399,12576166,0x72e5390edb7727e3d4e3436451dadaff675dbcc0,HANU,Hanu Yokia,14920,18376116382390.488998944276,490538617473395.37569879555,12,0x8d52061af43c52204c717d0610ea8f52f955ce0b,MIA,Mia Neko,500,11975461762.0886346367,511008546602.1744468442,10
0x0af81cd5d9c124b4859d65697a4cd10ee223746a,2178159.3957943,3734.831221207508332238,0.282553407955964721,12072949.21244519644597173968225019,7469.662442415016664476000000000001,23391400.3921338,12947.325944078584206239,1515,1610677014,11656878,0x11e003e9ecc5a2320e8b11098acd550b928b6df2,XXi,Xi Transfer Coin,1515,23391400.3921338,2178159.3957943,7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,84314388,293803043.995325172332164264,305292.537165465887535179,18
0x3041cbd36888becc7bbcbc0045e3b1f144466f5f,5457164.345524,5459603.952693,0.000004389798096417,10912939.01939232074992815015783518,6737.179912237325895934782344323762,2190480267.058752,2188821670.117941,453195,1589837037,10092378,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,USD//C,7814225,62721107836.176774,110486970.732645,6,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,Tether USD,7244393,49469598254.798292,57800068.86539,6
0x97be09f2523b39b835da9ea3857cfa1d3c660cbb,11519379.569876217383448818,5189523.693576721941207938,7702667.060788998083099882,9997827.644064092056763643340779411,6173.01933272798197874121191366161,4276972.602667324284047465,2510274.065702638350197218,3825,1619229652,12300102,0x0fc6c0465c9739d4a42daca22eb3b2cb0eb9937a,vUSD,vUSD,4467,4449682.610176816914640525,11530016.771206193637950227,18,0x1bbf25e71ec48b84d773809b4ba55b6f4be946fb,VOW,Vow,39827,36090833.075628556617744433,5901838.315130145674005915,18
0x48d20b3e529fb3dd7d91293f80638df582ab2daa,3054.800052395689475341,67998433200876.449119518409512232,0.007828282124138242,9896699.736172223195451769843835778,6109.600104791378950682,11104.022702951132234067,58421390054374.90246236188513715,2231,1649915424,14581782,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,84314388,293803043.995325172332164264,305292.537165465887535179,18,0xf3b9569f82b18aef890de263b84189bd33ebe452,CAW,A Hunters Dream,73532,8864810178907531.752561514856372196,68002915427852.512084760567340759,18
0xbb2b8038a1640196fbe3e38816f3e67cba72d940,230.80809305,3020.443358329403526921,0.006768853279836849,9840154.289798121735454295934540023,6040.886716658807053842,299945.41716219,8480807.611482243587592123,449090,1589819777,10091097,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC,Wrapped BTC,770155,352848.12064544,285.0092568,8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,84314388,293803043.995325172332164264,305292.537165465887535179,18
0x3c92befe32cdf5564ff2f3092edacb9f9e40d508,50476197.076885281317373075,51234848.187344515761879654,50833076.597603537658081373,9585244.267528237229512612715528665,5852.851207933213551368764882559838,12522352.017235054266593946,13378038.171927572047505163,783,1603506893,11116349,0x1f6b579a672590ab6115de803ee4bc81ec4e79f1,MT,MT,1791,25319296.021976068629482578,50492744.170230705238374862,18,0x76306f029f8f99effe509534037ba7030999e3cf,ACR,Acreage,18783,907254260.17816452733586272,109196438.04696544911477728,18
0x149148acc3b06b8cc73af3a10e84189243a35925,2499374.888104028982660529,3923744.508405,3.114642875324325312,7824417.066007830514866226332390307,4794.179692700774494256144491869636,7299513.423991385181761576,12258455.973241,2963,1644661541,14190682,0x131157c6760f78f7ddf877c0019eba175ba4b6f6,BigSB,BigShortBets,7169,14790254.379103238958668267,2643898.105970995638333953,18,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,USD//C,7814225,62721107836.176774,110486970.732645,6
0x11181bd3baf5ce2a478e98361985d42625de35d1,35297435.051228950594921212,3430363.850553,10.740400329607393109,6864585.702354330166851169185191607,4237.26730702317701885659269318712,453071894.661116798743584457,161431165.005212,15129,1649289471,14535420,0x823556202e86763853b40e9cde725f412e294689,ASTO,Altered State Machine Utility Token,15129,453071894.661116798743584457,35297435.051228950594921212,18,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,USD//C,7814225,62721107836.176774,110486970.732645,6
0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,3411809.643467773678814146,3415080.14883,2.969448138316408248,6826305.840963734420724139890484994,4196.648641120776508355277914964249,323724947.33252780929643427,324523366.37664,150161,1590353138,10130819,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,Dai Stablecoin,2544489,19863819517.311591755921281509,34505631.162008604048323861,18,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,Tether USD,7244393,49469598254.798292,57800068.86539,6
0x9816f26f43c4c02df0daae1a0ba6a4dcd30b8ab7,25509774724.815168010937978182,10757.173809111499972261,16549304.14874488210569348,6794203.282376281576311367423958279,4131.528883431393867923124634996585,23936231166.891416137079311429,6368.670098413142438385,8474,1619744910,12338803,0x965d79f1a1016b574a62986e13ca8ab04dfdd15c,M2,M2,8474,23936231166.891416137079311429,25509774724.815168010937978182,18,0xd075e95423c5c4ba1e122cae0f4cdfa19b82881b,wPE,OPES Finance,37159,34018.611711604497038451,14734.675669586846577512,18
0x0ee0cb563a52ae1170ac34fbb94c50e89adde4bd,37530.48879557,2030.217832574413615329,0.081927329509343659,6580237.303841708089506991357990648,4060.435665148827230658,1322939.51979468,120755.511684788755798382,23330,1608753787,11511881,0x7a2bc711e19ba6aff6ce8246c546e8c4b4944dfd,WAXE,WAX Economic Token,23336,1322940.58186913,37530.9435881,8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,84314388,293803043.995325172332164264,305292.537165465887535179,18
0x25647e01bd0967c1b9599fa3521939871d1d0888,1916.05493662189684639,21874501.906878471216075677,112787.369913317122739941,6207804.304954018746907721962849565,3832.10987324379369278,819427.920945262503159552,1954842155.205482675852071328,218687,1614000349,11907092,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,84314388,293803043.995325172332164264,305292.537165465887535179,18,0xe53ec727dbdeb9e2d5456c3be40cff031ab40a55,SUPER,SuperFarm,230512,1981796439.45294617725277945,22571023.175927567726414619,18
0x2d0ba902badaa82592f0e1c04c71d66cea21d921,1807.050038180629015359,3566493885839.146535316056762755,15082691.885220837916522542,5896247.532754353504352057901601295,3614.100076361258030718,11120.175390841866197393,17393447837287.536808404451710435,14061,1643368210,14093794,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,84314388,293803043.995325172332164264,305292.537165465887535179,18,0xc669928185dbce49d2230cc9b0979be6dc797957,BTT,BitTorrent,14061,17393447837287.536808404451710435,3566493885839.146535316056762755,18
0x97e1fcb93ae7267dbafad23f7b9afaa08264cfd8,1296553598412.277212557081505927,1769.578766447218131505,33962243.459955085011389602,5765146.422167831385753133840656739,3539.15753289443626301,313797199605080.071038411378998649,363040.20074960386054339,193832,1625057336,12735419,0x249e38ea4102d0cf8264d3701f1a0e39c4f2dc3b,UFO,THE TRUTH,193840,313797203456719.776332779255785969,1296553598412.277212557195566865,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,84314388,293803043.995325172332164264,305292.537165465887535179,18
0xf778c77ec3696879cb5ac814984655aefe66d716,10000,1000000,99999.999999999999999,5733194.40999304726479819605634344,10000.33284170733316530134475894066,0,0,1,1607123998,11389056,0x395c8db957d743a62ac3aaaa4574553bcf2380b3,UETH,ulock.eth Wrapped Ether,57,27.014219581909451958,3026107.30349849497066203,18,0xb638ab512dd766ca5e9eb9690fc4d66b663f7a06,DAPE,Degen Ape,1,0,1000000,18
0x0179d00549b44d3161b9c260815f8a5947a541b3,1000000,10000,99999.999999999999999,5712855.592749367009443732494470117,10000.33284170733316530134475894066,0,0,1,1607122378,11388958,0x1cd7605aa2caac4403ff421411c097798ddb03ae,ULS,uLockS,1,0,1000000,18,0x395c8db957d743a62ac3aaaa4574553bcf2380b3,UETH,ulock.eth Wrapped Ether,57,27.014219581909451958,3026107.30349849497066203,18
0x2b788a7b1a0ee0da8cb1d2769825198d9c95d19d,2963245230705948.354015008416768328,1711.732016570285355941,2191464443.44201537760268981,5574612.993338898346834039491817379,3423.464033140570711882,33457240649835993.47264210271397335,42821.689759470235219378,54927,1645445852,14249373,0x009668a9691e456972c8ec4cc84e99486308b84d,TERA,Terareum,54927,33457240649835993.47264210271397335,2963245230705948.354015008416768328,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,84314388,293803043.995325172332164264,305292.537165465887535179,18
0x470e8de2ebaef52014a47cb5e6af86884947f08c,1687.462779197425438965,68265627.853157596518880654,299146.007810453583093593,5495656.792623304245127723383851345,3374.92555839485087793,104838.105788362567976913,844004451.263700215121632374,65163,1589999986,10104463,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,84314388,293803043.995325172332164264,305292.537165465887535179,18,0xc770eefad204b5180df6a14ee197d99d808ee52d,FOX,FOX,67394,938079394.857937122379991147,68265627.853157596518884194,18
0x684b00a5773679f88598a19976fbeb25a68e9a5f,9947094.778079318944978846,519755.657928,1.558456000976283223,5107800.083157734899595587985316254,3151.856975496127027891551256852196,3535829756.18341167036121873,513450277.630423,66329,1605118284,11237870,0x6468e79a80c0eab0f9a2b574c8d5bc374af59414,eXRD,E-RADIX,66501,3535908692.433451563686788046,9963130.459402171980585695,18,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,USD//C,7814225,62721107836.176774,110486970.732645,6
0xd6f3768e62ef92a9798e5a8cedd2b78907cecef9,125412.625935827881519532,1438.974528398429908558,11579.223512338324144062,4687481.949968220841759342682943944,2877.949056796859817116,1787786.77692958766125886,125420.633935732004653104,21923,1618491963,12244817,0x6243d8cea23066d098a15582d81a598b4e8391f4,FLX,Flex Ungovernance Token,21923,1787786.77692958766125886,125412.625935827881519532,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,84314388,293803043.995325172332164264,305292.537165465887535179,18
0x3854612b93b140726167cca5418b01e832515d42,1348416.635328489564871396,1445.049095625031714479,37259.791787452029891254,4681866.162546709444657552847396641,2890.098191250063428957999999999999,45450971.337494861202702331,72882.373816603144221776,24772,1634229695,13417461,0x71ab77b7dbb4fa7e017bc15090b2163221420282,HIGH,Highstreet token,24884,45452732.230015817639588229,1348731.036243793382987132,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,84314388,293803043.995325172332164264,305292.537165465887535179,18
0x63b61e73d3fa1fb96d51ce457cabe89fffa7a1f1,4289482774364753615883.769343338,1384.52317389229309338,68244317.920762650832269054,4510351.479461780063563499922999222,2769.04634778458618676,124427342230806365669207.858470011,146812.830139180149394301,201855,1636347933,13573839,0xab167e816e4d76089119900e941befdfa37d6b32,SHINJA,Shibnobi,201855,124427342230806365669207.858470011,4289482774364753615883.769343338,9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,84314388,293803043.995325172332164264,305292.537165465887535179,18
0x8c1c499b1796d7f3c2521ac37186b52de024e58c,981044.413851728690137409,2188355.242714,1.198797283990609674,4325992.220114967551028937423644874,2681.12388521787252467561077519869,83898033.65160863689216104,488776902.96722,52716,1616060601,12061887,0x31c8eacbffdd875c74b94b077895bd78cf1e64a3,RAD,Radicle,63590,86902781.887603938091658981,982538.845038844144172261,18,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,USD//C,7814225,62721107836.176774,110486970.732645,6
0xa5e9c917b4b821e4e0a5bbefce078ab6540d6b5e,524727362403.512661089306564791,1322.253243885619479341,12268127.965080409372598059,4273620.057780867582834733631611529,2644.506487771238958682,387561009013505.220546126927737786,509192.754544513407131586,200931,1625107912,12739247,0x8e6cd950ad6ba651f6dd608dc70e5886b1aa6b24,STARL,StarLink,200992,387564210275526.74739041020302243,524854453973.401332386940546521,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,84314388,293803043.995325172332164264,305292.537165465887535179,18
0x570febdf89c07f256c75686caca215289bb11cfc,758642.198607422731116412,1276.309743273365501866,17615.001974294727738573,4134773.661160463494638391992970621,2552.619486546731003732,110577549.576628431704562876,653795.690492941335406759,204403,1615204311,11997685,0xbbc2ae13b23d715c30720f079fcd9b4a74093505,ERN,@EthernityChain $ERN Token,205481,110766577.553859718963146314,758642.198611574826732935,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,84314388,293803043.995325172332164264,305292.537165465887535179,18
0x873056a02255872514f05249d93228d788fe4fb4,19550307.130003652081659608,2053425.583338,5.996987473578372813,4107417.615594378439973884622365682,2534.74839609443104482055373786339,160175221.594291271921524552,43017899.655042,6102,1615557289,12024046,0x53c8395465a84955c95159814461466053dedede,DG,DeGate Token,6220,160220555.64153397302820994,19553069.453722092035220482,18,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,USD//C,7814225,62721107836.176774,110486970.732645,6
0x5281e311734869c64ca60ef047fd87759397efe6,1211.773378954667050215,296209948610.947543364514652272,13091087.33972017974992208,3916655.635145355639983056857395692,2423.54675790933410043,327039.385095507803311151,65208052494220.508302216481941545,154238,1643745652,14122174,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,84314388,293803043.995325172332164264,305292.537165465887535179,18,0xf0f9d895aca5c8678f706fb8216fa22957685a13,CULT,Cult DAO,154888,65213688469326.762091974071615854,296233591655.874561298484791849,18
0x6ada49aeccf6e556bb7a35ef0119cc8ca795294a,10439868.652683002197322824,1163.882885018640947352,56593.063022899915306953,3772515.42528073245291497343409148,2327.765770037281894704,1981888851.799481006288736993,448812.751717376571535396,114455,1604012757,11154588,0x4691937a7508860f876c9c0a2a617e7d9e945d4b,WOO,Wootrade Network,143993,2354132786.767349893643457928,12190918.65240164236177202,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,84314388,293803043.995325172332164264,305292.537165465887535179,18
0x4a08cf0a7bca217c24b9ee99c0395052f3707d68,1478467770095.633555067,1159.258889520348958928,1240.32335490106511019,3755717.709246161211592849424369596,2318.517779040697917856,49762225514634.258141432,26456.568529624600067176,47962,1649378748,14542042,0x7db5af2b9624e1b3b4bb69d6debd9ad1016a58ac,VOLT,Volt Inu,47962,49762225514634.258141432,1478467770095.633555067,9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,84314388,293803043.995325172332164264,305292.537165465887535179,18
0x6591c4bcd6d7a1eb4e537da8b78676c1576ba244,366093.009076410157563082,1845119.668266,0.607744386555180745,3690095.733603418543162882246228726,2283.178024064552070129434030134634,95220704.101774476940996514,1543188750.683981,127367,1603670609,11128728,0x0391d2021f89dc339f60fff84546ea23e337750f,BOND,BarnBridge Governance Token,134282,95319728.182378322217156114,366238.379359520339565033,18,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,USD//C,7814225,62721107836.176774,110486970.732645,6
0xe3d3551bb608e7665472180a20280630d9e938aa,1105.462774102521637699,1475827242.884282123,38.7888047671464516,3582061.253340884122155711493149115,2210.925548205043275398,41488.911214539087010313,21634607987.482805746,43378,1653913042,14872480,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,84314388,293803043.995325172332164264,305292.537165465887535179,18,0xce3f08e664693ca792cace4af1364d5e220827b2,SAITAMA,SAITAMA,43378,21634607987.482805746,1475827242.884282123,9
0xec54859519293b8784bc5bf28144166f313618af,1760386.091036567622839282,69364003754.155457768878131113,325838109.309896734902439342,3522461.892619540190394393140076825,2174.546477308369905371847750877512,76643035.412434901432326866,3402153046697.293972566154557563,16876,1652807843,14793800,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,Dai Stablecoin,2544489,19863819517.311591755921281509,34505631.162008604048323861,18,0xb53ecf1345cabee6ea1a65100ebb153cebcac40f,O,Childhoods End,17014,3402333183572.803744498813754775,69374000065.492409902083196361,18
0x343fd171caf4f0287ae6b87d75a8964dc44516ab,54438149.159443160046738682,1048.291795807065263634,162998.618722214917987753,3418058.899966074946313567209716711,2096.583591614130527268,1912070036.080335426694574604,151099.05167180546564057,44405,1589830017,10091830,0x93ed3fbe21207ec2e8f2d3c3de6e058cb73bc04d,PNK,Pinakion,44725,1912687436.491496704226691432,54442099.159443163890761512,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,84314388,293803043.995325172332164264,305292.537165465887535179,18
0x3016a43b482d0480460f6625115bd372fe90c6bf,23190185739028088913296.345018777,1031.513510250149139864,138139623.170983039414580429,3343462.521313423443580624540390042,2063.027020500298279728,1042287467364137088851783.819968195,43008.88770855752324773,74420,1640384532,13870574,0x6adb2e268de2aa1abf6578e4a8119b960e02928f,ShibDoge,ShibaDoge,74420,1042287467364137088851783.819968195,23190185739028088913296.345018777,9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,84314388,293803043.995325172332164264,305292.537165465887535179,18
0xf6c4e4f339912541d3f8ed99dba64a1372af5e5b,1626898.915764,369268.811704071517094584,0.741367518941212432,3258933.824222403192662684671608426,1996.704350698913934061811541959168,71291049.447956,13947600.241022669959714245,8784,1605076561,11234719,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,Tether USD,7244393,49469598254.798292,57800068.86539,6,0xeef9f339514298c6a857efcfc1a762af84438dee,HEZ,Hermez Network Token,38489,58203297.698144562520738021,644347.945843713995327517,18
